
ate energy temp weekday season non_working split
2014-01-01 2.773 19.444444444444443 Wednesday winter non-working train
2014-01-02 2.963 20.555555555555554 Thursday winter working cv
2014-01-03 2.908 18.88888888888889 Friday winter working train
2014-01-04 2.778 18.88888888888889 Saturday winter non-working train
2014-01-05 2.782 23.333333333333332 Sunday winter non-working train
2014-01-06 2.935 23.333333333333332 Monday winter working train
2014-01-07 2.932 17.77777777777778 Tuesday winter working train
2014-01-08 2.974 17.22222222222222 Wednesday winter working train
2014-01-09 2.954 17.22222222222222 Thursday winter working train
2014-01-10 2.858 20.555555555555554 Friday winter working train
2014-01-11 2.746 20.555555555555554 Saturday winter non-working train
2014-01-12 2.773 17.22222222222222 Sunday winter non-working train
2014-01-13 2.97 26.11111111111111 Monday winter working train
2014-01-14 3.007 25.0 Tuesday winter working train
2014-01-15 2.978 27.22222222222222 Wednesday winter working train
2014-01-16 2.952 27.22222222222222 Thursday winter working train
2014-01-17 2.841 27.22222222222222 Friday winter working train
2014-01-18 2.692 25.0 Saturday winter non-working train
2014-01-19 2.697 21.666666666666668 Sunday winter non-working train
2014-01-20 2.91 22.22222222222222 Monday winter non-working train
2014-01-21 2.913 24.444444444444443 Tuesday winter working cv
2014-01-22 2.848 21.11111111111111 Wednesday winter working train
2014-01-23 2.869 18.333333333333332 Thursday winter working cv
2014-01-24 2.823 18.88888888888889 Friday winter working train
2014-01-25 2.659 22.22222222222222 Saturday winter non-working cv
2014-01-26 2.708 20.0 Sunday winter non-working train
2014-01-27 2.924 20.555555555555554 Monday winter working train
2014-01-28 2.909 17.77777777777778 Tuesday winter working train
2014-01-29 2.914 19.444444444444443 Wednesday winter working train
2014-01-30 2.821 17.5 Thursday winter working train
2014-01-31 2.846 16.666666666666668 Friday winter working cv
2014-02-01 2.724 17.77777777777778 Saturday winter non-working cv
2014-02-02 2.67 16.666666666666668 Sunday winter non-working cv
2014-02-03 3.002 16.11111111111111 Monday winter working train
2014-02-04 2.923 16.11111111111111 Tuesday winter working train
2014-02-05 2.924 16.666666666666668 Wednesday winter working train
2014-02-06 2.97 16.944444444444443 Thursday winter working train
2014-02-07 2.843 17.77777777777778 Friday winter working train
2014-02-08 2.693 18.333333333333332 Saturday winter non-working cv
2014-02-09 2.742 18.88888888888889 Sunday winter non-working train
2014-02-10 2.951 18.333333333333332 Monday winter working cv
2014-02-11 2.914 20.555555555555554 Tuesday winter working train
2014-02-12 2.939 23.88888888888889 Wednesday winter working train
2014-02-13 2.92 23.333333333333332 Thursday winter working cv
2014-02-14 2.863 22.77777777777778 Friday winter working train
2014-02-15 2.701 23.88888888888889 Saturday winter non-working train
2014-02-16 2.688 21.666666666666668 Sunday winter non-working train
2014-02-17 2.907 18.333333333333332 Monday winter non-working train
2014-02-18 2.938 17.22222222222222 Tuesday winter working train
2014-02-19 2.932 17.77777777777778 Wednesday winter working cv
2014-02-20 2.948 23.333333333333332 Thursday winter working train
2014-02-21 2.841 23.88888888888889 Friday winter working train
2014-02-22 2.662 20.555555555555554 Saturday winter non-working train
2014-02-23 2.732 20.555555555555554 Sunday winter non-working train
2014-02-24 2.945 20.0 Monday winter working train
2014-02-25 2.942 18.333333333333332 Tuesday winter working cv
2014-02-26 2.918 18.88888888888889 Wednesday winter working train
2014-02-27 2.904 19.166666666666668 Thursday winter working train
2014-02-28 2.881 18.88888888888889 Friday winter working train
2014-03-01 2.74 17.77777777777778 Saturday winter non-working train
2014-03-02 2.749 18.88888888888889 Sunday winter non-working train
2014-03-03 2.92 18.88888888888889 Monday winter working train
2014-03-04 2.868 18.88888888888889 Tuesday winter working train
2014-03-05 2.891 19.444444444444443 Wednesday winter working cv
2014-03-06 2.906 20.555555555555554 Thursday winter working train
2014-03-07 2.801 19.444444444444443 Friday winter working cv
2014-03-08 2.686 26.666666666666664 Saturday winter non-working train
2014-03-09 2.733 27.77777777777778 Sunday winter non-working train
2014-03-10 2.887 24.444444444444443 Monday winter working train
2014-03-11 2.846 19.444444444444443 Tuesday winter working train
2014-03-12 2.806 18.88888888888889 Wednesday winter working train
2014-03-13 2.765 18.88888888888889 Thursday winter working train
2014-03-14 2.692 20.555555555555554 Friday winter working train
2014-03-15 2.63 22.77777777777778 Saturday winter non-working cv
2014-03-16 2.747 28.333333333333332 Sunday winter non-working cv
2014-03-17 2.827 21.11111111111111 Monday winter working cv
2014-03-18 2.797 18.88888888888889 Tuesday winter working train
2014-03-19 2.796 20.0 Wednesday winter working cv
2014-03-20 2.761 21.11111111111111 Thursday winter working train
2014-03-21 2.621 18.88888888888889 Friday winter working train
2014-03-22 2.511 18.333333333333332 Saturday winter non-working train
2014-03-23 2.591 19.444444444444443 Sunday winter non-working train
2014-03-24 2.772 20.0 Monday winter working cv
2014-03-25 2.755 17.77777777777778 Tuesday winter working cv
2014-03-26 2.731 18.88888888888889 Wednesday winter working train
2014-03-27 2.704 18.88888888888889 Thursday winter working cv
2014-03-28 2.645 20.0 Friday winter working cv
2014-03-29 2.544 21.11111111111111 Saturday winter non-working cv
2014-03-30 2.563 20.0 Sunday winter non-working train
2014-03-31 2.703 18.88888888888889 Monday winter working cv
2014-04-01 2.693 17.77777777777778 Tuesday winter working train
2014-04-02 2.7 17.77777777777778 Wednesday winter working train
2014-04-03 2.77 18.333333333333332 Thursday winter working cv
2014-04-04 2.591 17.22222222222222 Friday winter working train
2014-04-05 2.485 18.88888888888889 Saturday winter non-working train
2014-04-06 2.561 22.22222222222222 Sunday winter non-working cv
2014-04-07 2.746 26.11111111111111 Monday winter working cv
2014-04-08 2.943 29.444444444444443 Tuesday winter working train
2014-04-09 2.9 27.22222222222222 Wednesday winter working train
2014-04-10 2.759 21.666666666666668 Thursday winter working train
2014-04-11 2.685 23.88888888888889 Friday winter working cv
2014-04-12 2.509 19.444444444444443 Saturday winter non-working cv
2014-04-13 2.552 18.333333333333332 Sunday winter non-working cv
2014-04-14 2.804 23.333333333333332 Monday winter working train
2014-04-15 2.754 19.444444444444443 Tuesday winter working train
2014-04-16 2.729 18.333333333333332 Wednesday winter working train
2014-04-17 2.691 18.333333333333332 Thursday winter working train
2014-04-18 2.629 19.444444444444443 Friday winter working train
2014-04-19 2.601 21.11111111111111 Saturday winter non-working train
2014-04-20 2.566 20.0 Sunday winter non-working cv
2014-04-21 2.787 20.555555555555554 Monday winter working cv
2014-04-22 2.729 20.0 Tuesday winter working train
2014-04-23 2.745 21.11111111111111 Wednesday winter working train
2014-04-24 2.76 20.555555555555554 Thursday winter working train
2014-04-25 2.644 18.333333333333332 Friday winter working train
2014-04-26 2.508 17.77777777777778 Saturday winter non-working train
2014-04-27 2.56 19.444444444444443 Sunday winter non-working cv
2014-04-28 2.794 21.38888888888889 Monday winter working train
2014-04-29 3.129 32.22222222222222 Tuesday winter working cv
2014-04-30 3.319 34.44444444444444 Wednesday winter working cv
2014-05-01 3.479 35.0 Thursday winter working train
2014-05-02 3.533 32.22222222222222 Friday winter working train
2014-05-03 3.164 29.444444444444443 Saturday winter non-working train
2014-05-04 2.804 22.77777777777778 Sunday winter non-working train
2014-05-05 2.77 18.88888888888889 Monday winter working train
2014-05-06 2.705 18.88888888888889 Tuesday winter working train
2014-05-07 2.691 18.333333333333332 Wednesday winter working train
2014-05-08 2.709 18.333333333333332 Thursday winter working cv
2014-05-09 2.682 20.555555555555554 Friday winter working cv
2014-05-10 2.563 19.444444444444443 Saturday winter non-working train
2014-05-11 2.601 23.333333333333332 Sunday winter non-working train
2014-05-12 3.11 29.444444444444443 Monday winter working cv
2014-05-13 3.665 34.44444444444444 Tuesday winter working train
2014-05-14 3.898 33.05555555555556 Wednesday winter working train
2014-05-15 4.154 36.11111111111111 Thursday winter working train
2014-05-16 3.927 32.77777777777778 Friday winter working train
2014-05-17 2.907 21.11111111111111 Saturday winter non-working train
2014-05-18 2.81 21.11111111111111 Sunday winter non-working cv
2014-05-19 2.821 19.444444444444443 Monday winter working train
2014-05-20 2.726 20.555555555555554 Tuesday winter working train
2014-05-21 2.758 20.0 Wednesday winter working train
2014-05-22 2.682 18.88888888888889 Thursday winter working train
2014-05-23 2.65 21.666666666666668 Friday winter working train
2014-05-24 2.523 18.88888888888889 Saturday winter non-working cv
2014-05-25 2.583 22.22222222222222 Sunday winter non-working train
2014-05-26 2.807 22.77777777777778 Monday winter non-working cv
2014-05-27 3.055 21.666666666666668 Tuesday winter working train
2014-05-28 2.97 21.666666666666668 Wednesday winter working train
2014-05-29 2.937 21.666666666666668 Thursday winter working train
2014-05-30 2.883 22.22222222222222 Friday winter working train
2014-05-31 2.739 22.77777777777778 Saturday winter non-working train
2014-06-01 2.781 22.77777777777778 Sunday summer non-working train
2014-06-02 2.938 22.22222222222222 Monday summer working cv
2014-06-03 3.083 23.88888888888889 Tuesday summer working train
2014-06-04 3.101 22.77777777777778 Wednesday summer working train
2014-06-05 2.981 21.666666666666668 Thursday summer working train
2014-06-06 2.753 21.11111111111111 Friday summer working train
2014-06-07 2.629 21.11111111111111 Saturday summer non-working train
2014-06-08 2.763 21.666666666666668 Sunday summer non-working train
2014-06-09 2.927 21.11111111111111 Monday summer working train
2014-06-10 2.791 21.11111111111111 Tuesday summer working train
2014-06-11 2.925 22.22222222222222 Wednesday summer working train
2014-06-12 2.892 22.22222222222222 Thursday summer working train
2014-06-13 2.807 21.666666666666668 Friday summer working cv
2014-06-14 2.673 22.22222222222222 Saturday summer non-working train
2014-06-15 2.642 21.666666666666668 Sunday summer non-working train
2014-06-16 2.871 21.666666666666668 Monday summer working cv
2014-06-17 2.819 23.333333333333332 Tuesday summer working train
2014-06-18 2.784 21.666666666666668 Wednesday summer working train
2014-06-19 2.889 22.77777777777778 Thursday summer working train
2014-06-20 3.048 22.22222222222222 Friday summer working cv
2014-06-21 2.747 22.22222222222222 Saturday summer non-working train
2014-06-22 2.7 21.666666666666668 Sunday summer non-working train
2014-06-23 2.86 21.666666666666668 Monday summer working train
2014-06-24 2.943 22.22222222222222 Tuesday summer working train
2014-06-25 2.969 22.22222222222222 Wednesday summer working cv
2014-06-26 3.052 23.333333333333332 Thursday summer working train
2014-06-27 2.887 21.11111111111111 Friday summer working cv
2014-06-28 2.731 21.944444444444443 Saturday summer non-working cv
2014-06-29 2.756 22.22222222222222 Sunday summer non-working train
2014-06-30 2.992 22.22222222222222 Monday summer working train
2014-07-01 3.061 22.77777777777778 Tuesday summer working train
2014-07-02 3.18 23.333333333333332 Wednesday summer working cv
2014-07-03 3.311 23.88888888888889 Thursday summer working train
2014-07-04 3.08 25.0 Friday summer non-working cv
2014-07-05 3.323 27.22222222222222 Saturday summer non-working cv
2014-07-06 3.43 27.22222222222222 Sunday summer non-working cv
2014-07-07 3.742 26.666666666666664 Monday summer working train
2014-07-08 3.544 25.0 Tuesday summer working train
2014-07-09 3.466 24.444444444444443 Wednesday summer working train
2014-07-10 3.527 25.0 Thursday summer working train
2014-07-11 3.371 25.0 Friday summer working train
2014-07-12 2.981 24.444444444444443 Saturday summer non-working train
2014-07-13 3.031 23.333333333333332 Sunday summer non-working train
2014-07-14 3.225 23.88888888888889 Monday summer working cv
2014-07-15 2.958 22.22222222222222 Tuesday summer working cv
2014-07-16 3.193 24.444444444444443 Wednesday summer working train
2014-07-17 3.108 24.444444444444443 Thursday summer working train
2014-07-18 3.063 25.555555555555554 Friday summer working train
2014-07-19 2.755 23.333333333333332 Saturday summer non-working train
2014-07-20 2.905 24.444444444444443 Sunday summer non-working train
2014-07-21 3.291 25.0 Monday summer working train
2014-07-22 3.455 25.0 Tuesday summer working train
2014-07-23 3.729 26.666666666666664 Wednesday summer working train
2014-07-24 4.03 26.944444444444443 Thursday summer working train
2014-07-25 3.507 24.444444444444443 Friday summer working train
2014-07-26 3.28 25.0 Saturday summer non-working cv
2014-07-27 3.393 26.11111111111111 Sunday summer non-working train
2014-07-28 3.978 28.333333333333332 Monday summer working cv
2014-07-29 3.948 28.88888888888889 Tuesday summer working train
2014-07-30 4.011 26.666666666666664 Wednesday summer working train
2014-07-31 3.978 26.666666666666664 Thursday summer working train
2014-08-01 3.716 25.0 Friday summer working train
2014-08-02 3.091 24.444444444444443 Saturday summer non-working train
2014-08-03 3.124 23.88888888888889 Sunday summer non-working train
2014-08-04 3.943 26.666666666666664 Monday summer working train
2014-08-05 3.49 25.0 Tuesday summer working train
2014-08-06 3.273 23.88888888888889 Wednesday summer working train
2014-08-07 3.143 24.444444444444443 Thursday summer working train
2014-08-08 3.147 23.88888888888889 Friday summer working train
2014-08-09 3.002 24.25925925925926 Saturday summer non-working cv
2014-08-10 3.148 25.0 Sunday summer non-working train
2014-08-11 3.665 26.11111111111111 Monday summer working cv
2014-08-12 3.583 25.0 Tuesday summer working train
2014-08-13 3.517 25.0 Wednesday summer working train
2014-08-14 3.715 25.555555555555554 Thursday summer working train
2014-08-15 3.931 26.666666666666664 Friday summer working train
2014-08-16 3.604 27.22222222222222 Saturday summer non-working train
2014-08-17 3.609 26.666666666666664 Sunday summer non-working train
2014-08-18 3.715 24.444444444444443 Monday summer working cv
2014-08-19 3.323 22.77777777777778 Tuesday summer working train
2014-08-20 3.216 24.444444444444443 Wednesday summer working train
2014-08-21 3.504 25.0 Thursday summer working train
2014-08-22 3.504 25.555555555555554 Friday summer working cv
2014-08-23 3.002 25.555555555555554 Saturday summer non-working cv
2014-08-24 3.012 25.0 Sunday summer non-working train
2014-08-25 3.517 25.555555555555554 Monday summer working train
2014-08-26 3.669 26.11111111111111 Tuesday summer working cv
2014-08-27 3.983 28.88888888888889 Wednesday summer working train
2014-08-28 4.09 29.444444444444443 Thursday summer working train
2014-08-29 3.854 26.11111111111111 Friday summer working cv
2014-08-30 3.483 26.11111111111111 Saturday summer non-working train
2014-08-31 3.346 25.0 Sunday summer non-working train
2014-09-01 3.243 23.333333333333332 Monday summer non-working train
2014-09-02 3.619 25.555555555555554 Tuesday summer working train
2014-09-03 3.515 25.555555555555554 Wednesday summer working cv
2014-09-04 3.412 25.555555555555554 Thursday summer working cv
2014-09-05 3.496 25.555555555555554 Friday summer working train
2014-09-06 3.72 26.11111111111111 Saturday summer non-working train
2014-09-07 3.929 29.444444444444443 Sunday summer non-working train
2014-09-08 4.118 31.666666666666664 Monday summer working train
2014-09-09 4.182 29.166666666666664 Tuesday summer working train
2014-09-10 3.924 26.666666666666664 Wednesday summer working train
2014-09-11 4.03 27.22222222222222 Thursday summer working train
2014-09-12 4.154 26.666666666666664 Friday summer working train
2014-09-13 4.121 28.333333333333332 Saturday summer non-working cv
2014-09-14 4.361 28.88888888888889 Sunday summer non-working train
2014-09-15 4.768 30.555555555555554 Monday summer working cv
2014-09-16 4.867 32.77777777777778 Tuesday summer working cv
2014-09-17 4.634 30.27777777777778 Wednesday summer working cv
2014-09-18 3.798 25.555555555555554 Thursday summer working train
2014-09-19 3.391 25.0 Friday summer working train
2014-09-20 3.015 24.444444444444443 Saturday summer non-working train
2014-09-21 3.067 25.0 Sunday summer non-working train
2014-09-22 3.375 25.0 Monday summer working train
2014-09-23 3.569 25.555555555555554 Tuesday summer working train
2014-09-24 3.784 27.22222222222222 Wednesday summer working cv
2014-09-25 3.727 28.333333333333332 Thursday summer working train
2014-09-26 3.463 25.555555555555554 Friday summer working cv
2014-09-27 2.82 23.88888888888889 Saturday summer non-working train
2014-09-28 2.828 22.77777777777778 Sunday summer non-working cv
2014-09-29 3.1 23.88888888888889 Monday summer working cv
2014-09-30 3.256 25.0 Tuesday summer working train
2014-10-01 3.184 23.88888888888889 Wednesday summer working train
2014-10-02 3.768 31.666666666666664 Thursday summer working train
2014-10-03 3.816 32.77777777777778 Friday summer working train
2014-10-04 3.558 31.38888888888889 Saturday summer non-working train
2014-10-05 3.372 30.555555555555554 Sunday summer non-working train
2014-10-06 3.459 31.11111111111111 Monday summer working cv
2014-10-07 3.397 31.666666666666664 Tuesday summer working cv
2014-10-08 3.387 25.555555555555554 Wednesday summer working train
2014-10-09 3.178 23.333333333333332 Thursday summer working cv
2014-10-10 3.095 23.88888888888889 Friday summer working train
2014-10-11 2.902 24.444444444444443 Saturday summer non-working cv
2014-10-12 2.882 22.77777777777778 Sunday summer non-working train
2014-10-13 3.099 24.444444444444443 Monday summer non-working train
2014-10-14 3.066 23.88888888888889 Tuesday summer working train
2014-10-15 2.979 25.0 Wednesday summer working train
2014-10-16 3.001 24.444444444444443 Thursday summer working train
2014-10-17 2.891 22.77777777777778 Friday summer working cv
2014-10-18 2.726 23.333333333333332 Saturday summer non-working train
2014-10-19 2.822 23.333333333333332 Sunday summer non-working train
2014-10-20 3.016 22.77777777777778 Monday summer working train
2014-10-21 3.069 23.333333333333332 Tuesday summer working train
2014-10-22 3.102 24.444444444444443 Wednesday summer working train
2014-10-23 3.086 25.0 Thursday summer working cv
2014-10-24 3.08 28.88888888888889 Friday summer working train
2014-10-25 2.849 25.0 Saturday summer non-working cv
2014-10-26 2.742 21.944444444444443 Sunday summer non-working train
2014-10-27 2.935 22.77777777777778 Monday summer working cv
2014-10-28 2.975 23.333333333333332 Tuesday summer working train
2014-10-29 3.049 25.0 Wednesday summer working train
2014-10-30 2.965 23.333333333333332 Thursday summer working train
2014-10-31 2.726 21.666666666666668 Friday summer working train
2014-11-01 2.565 21.11111111111111 Saturday winter non-working cv
2014-11-02 2.651 20.0 Sunday winter non-working train
2014-11-03 2.874 22.22222222222222 Monday winter working cv
2014-11-04 2.881 23.88888888888889 Tuesday winter working train
2014-11-05 3.016 32.77777777777778 Wednesday winter working cv
2014-11-06 3.094 29.444444444444443 Thursday winter working cv
2014-11-07 3.028 30.0 Friday winter working train
2014-11-08 2.843 27.22222222222222 Saturday winter non-working train
2014-11-09 2.762 21.11111111111111 Sunday winter non-working train
2014-11-10 2.678 20.0 Monday winter working train
2014-11-11 2.888 20.555555555555554 Tuesday winter non-working train
2014-11-12 2.895 20.555555555555554 Wednesday winter working train
2014-11-13 2.884 21.11111111111111 Thursday winter working train
2014-11-14 2.839 20.0 Friday winter working cv
2014-11-15 2.672 20.0 Saturday winter non-working train
2014-11-16 2.68 22.77777777777778 Sunday winter non-working cv
2014-11-17 2.883 21.666666666666668 Monday winter working cv
2014-11-18 2.875 23.88888888888889 Tuesday winter working cv
2014-11-19 2.883 21.11111111111111 Wednesday winter working train
2014-11-20 2.875 21.11111111111111 Thursday winter working cv
2014-11-21 2.836 20.555555555555554 Friday winter working cv
2014-11-22 2.57 21.666666666666668 Saturday winter non-working train
2014-11-23 2.697 21.11111111111111 Sunday winter non-working train
2014-11-24 2.906 24.444444444444443 Monday winter working train
2014-11-25 2.884 25.0 Tuesday winter working cv
2014-11-26 2.916 26.666666666666664 Wednesday winter working cv
2014-11-27 2.566 28.88888888888889 Thursday winter non-working train
2014-11-28 2.712 23.333333333333332 Friday winter working train
2014-11-29 2.645 20.0 Saturday winter non-working train
2014-11-30 2.755 20.555555555555554 Sunday winter non-working train
2014-12-01 2.985 21.11111111111111 Monday winter working train
2014-12-02 3.009 20.0 Tuesday winter working cv
2014-12-03 3.041 19.444444444444443 Wednesday winter working train
2014-12-04 2.976 20.833333333333332 Thursday winter working train
2014-12-05 2.93 19.444444444444443 Friday winter working train
2014-12-06 2.759 20.555555555555554 Saturday winter non-working train
2014-12-07 2.841 23.055555555555554 Sunday winter non-working train
2014-12-08 3.035 22.22222222222222 Monday winter working train
2014-12-09 3.04 22.77777777777778 Tuesday winter working train
2014-12-10 3.022 18.88888888888889 Wednesday winter working train
2014-12-11 3.013 19.444444444444443 Thursday winter working train
2014-12-12 2.944 18.333333333333332 Friday winter working train
2014-12-13 2.751 17.77777777777778 Saturday winter non-working train
2014-12-14 2.846 17.77777777777778 Sunday winter non-working train
2014-12-15 3.095 17.22222222222222 Monday winter working train
2014-12-16 3.078 15.555555555555555 Tuesday winter working cv
2014-12-17 3.016 18.88888888888889 Wednesday winter working train
2014-12-18 3.003 18.333333333333332 Thursday winter working train
2014-12-19 2.94 19.444444444444443 Friday winter working train
2014-12-20 2.832 18.333333333333332 Saturday winter non-working train
2014-12-21 2.813 19.444444444444443 Sunday winter non-working train
2014-12-22 2.994 23.333333333333332 Monday winter working cv
2014-12-23 2.971 25.0 Tuesday winter working train
2014-12-24 2.826 23.333333333333332 Wednesday winter working train
2014-12-25 2.54 20.0 Thursday winter non-working train
2014-12-26 2.831 17.77777777777778 Friday winter working cv
2014-12-27 2.799 16.11111111111111 Saturday winter non-working cv
2014-12-28 2.862 16.666666666666668 Sunday winter non-working train
2014-12-29 2.98 17.22222222222222 Monday winter working train
2014-12-30 3.063 15.370370370370365 Tuesday winter working train
2014-12-31 3.123 12.222222222222221 Wednesday winter working train
2015-01-01 2.867 15.0 Thursday winter non-working train
2015-01-02 2.948 15.0 Friday winter working train
2015-01-03 2.81 16.11111111111111 Saturday winter non-working cv
2015-01-04 2.786 18.333333333333332 Sunday winter non-working train
2015-01-05 2.912 23.333333333333332 Monday winter working train
2015-01-06 2.881 26.11111111111111 Tuesday winter working train
2015-01-07 2.879 25.0 Wednesday winter working train
2015-01-08 2.887 20.0 Thursday winter working cv
2015-01-09 2.798 18.333333333333332 Friday winter working train
2015-01-10 2.666 20.555555555555554 Saturday winter non-working train
2015-01-11 2.743 16.666666666666668 Sunday winter non-working train
2015-01-12 2.883 19.444444444444443 Monday winter working train
2015-01-13 2.862 18.88888888888889 Tuesday winter working cv
2015-01-14 2.86 21.11111111111111 Wednesday winter working train
2015-01-15 2.84 22.22222222222222 Thursday winter working train
2015-01-16 2.775 22.22222222222222 Friday winter working train
2015-01-17 2.612 20.555555555555554 Saturday winter non-working train
2015-01-18 2.64 21.666666666666668 Sunday winter non-working train
2015-01-19 2.87 19.444444444444443 Monday winter non-working train
2015-01-20 2.893 16.666666666666668 Tuesday winter working train
2015-01-21 2.847 18.88888888888889 Wednesday winter working cv
2015-01-22 2.855 21.666666666666668 Thursday winter working train
2015-01-23 2.739 21.11111111111111 Friday winter working cv
2015-01-24 2.64 25.555555555555554 Saturday winter non-working train
2015-01-25 2.687 25.0 Sunday winter non-working cv
2015-01-26 2.831 20.27777777777778 Monday winter working train
2015-01-27 2.85 22.22222222222222 Tuesday winter working cv
2015-01-28 2.854 22.22222222222222 Wednesday winter working train
2015-01-29 2.834 20.27777777777778 Thursday winter working train
2015-01-30 2.755 17.77777777777778 Friday winter working cv
2015-01-31 2.614 18.88888888888889 Saturday winter non-working train
2015-02-01 2.551 21.11111111111111 Sunday winter non-working train
2015-02-02 2.9 22.77777777777778 Monday winter working train
2015-02-03 2.866 20.0 Tuesday winter working train
2015-02-04 2.864 18.333333333333332 Wednesday winter working train
2015-02-05 2.841 20.555555555555554 Thursday winter working cv
2015-02-06 2.764 23.333333333333332 Friday winter working train
2015-02-07 2.64 21.11111111111111 Saturday winter non-working train
2015-02-08 2.704 21.11111111111111 Sunday winter non-working train
2015-02-09 2.86 20.0 Monday winter working cv
2015-02-10 2.827 20.555555555555554 Tuesday winter working train
2015-02-11 2.917 27.77777777777778 Wednesday winter working cv
2015-02-12 2.938 28.333333333333332 Thursday winter working train
2015-02-13 2.88 26.666666666666664 Friday winter working train
2015-02-14 2.716 28.88888888888889 Saturday winter non-working train
2015-02-15 2.642 24.444444444444443 Sunday winter non-working train
2015-02-16 2.806 18.88888888888889 Monday winter non-working cv
2015-02-17 2.845 18.88888888888889 Tuesday winter working cv
2015-02-18 2.836 18.88888888888889 Wednesday winter working train
2015-02-19 2.822 18.88888888888889 Thursday winter working train
2015-02-20 2.719 17.77777777777778 Friday winter working train
2015-02-21 2.572 17.77777777777778 Saturday winter non-working train
2015-02-22 2.603 17.77777777777778 Sunday winter non-working train
2015-02-23 2.684 18.333333333333332 Monday winter working cv
2015-02-24 2.734 19.444444444444443 Tuesday winter working train
2015-02-25 2.788 20.555555555555554 Wednesday winter working cv
2015-02-26 2.787 17.77777777777778 Thursday winter working train
2015-02-27 2.738 18.333333333333332 Friday winter working train
2015-02-28 2.579 17.22222222222222 Saturday winter non-working train
2015-03-01 2.732 15.555555555555555 Sunday winter non-working train
2015-03-02 2.757 15.555555555555555 Monday winter working train
2015-03-03 2.71 17.77777777777778 Tuesday winter working train
2015-03-04 2.823 19.444444444444443 Wednesday winter working train
2015-03-05 2.798 23.333333333333332 Thursday winter working train
2015-03-06 2.865 24.72222222222222 Friday winter working train
2015-03-07 2.605 27.77777777777778 Saturday winter non-working train
2015-03-08 2.614 21.11111111111111 Sunday winter non-working train
2015-03-09 2.754 18.88888888888889 Monday winter working train
2015-03-10 2.774 22.22222222222222 Tuesday winter working cv
2015-03-11 2.777 21.11111111111111 Wednesday winter working train
2015-03-12 2.838 24.444444444444443 Thursday winter working cv
2015-03-13 2.919 30.555555555555554 Friday winter working train
2015-03-14 3.02 32.22222222222222 Saturday winter non-working cv
2015-03-15 3.075 31.11111111111111 Sunday winter non-working train
2015-03-16 3.1 30.0 Monday winter working cv
2015-03-17 2.914 24.444444444444443 Tuesday winter working train
2015-03-18 2.793 19.166666666666668 Wednesday winter working train
2015-03-19 2.788 20.555555555555554 Thursday winter working train
2015-03-20 2.74 21.666666666666668 Friday winter working cv
2015-03-21 2.582 20.555555555555554 Saturday winter non-working train
2015-03-22 2.573 20.555555555555554 Sunday winter non-working train
2015-03-23 2.728 20.0 Monday winter working train
2015-03-24 2.745 21.11111111111111 Tuesday winter working train
2015-03-25 2.823 24.444444444444443 Wednesday winter working train
2015-03-26 3.025 28.333333333333332 Thursday winter working train
2015-03-27 2.998 26.666666666666664 Friday winter working train
2015-03-28 2.696 22.22222222222222 Saturday winter non-working train
2015-03-29 2.66 22.77777777777778 Sunday winter non-working cv
2015-03-30 2.769 21.666666666666668 Monday winter working cv
2015-03-31 2.641 20.0 Tuesday winter working cv
2015-04-01 2.632 21.11111111111111 Wednesday winter working cv
2015-04-02 2.711 19.444444444444443 Thursday winter working cv
2015-04-03 2.754 29.444444444444443 Friday winter working train
2015-04-04 2.595 23.88888888888889 Saturday winter non-working train
2015-04-05 2.347 19.444444444444443 Sunday winter non-working train
2015-04-06 2.586 18.333333333333332 Monday winter working cv
2015-04-07 2.543 19.444444444444443 Tuesday winter working train
2015-04-08 2.619 19.444444444444443 Wednesday winter working train
2015-04-09 2.654 20.0 Thursday winter working train
2015-04-10 2.555 19.444444444444443 Friday winter working train
2015-04-11 2.486 20.555555555555554 Saturday winter non-working train
2015-04-12 2.556 20.555555555555554 Sunday winter non-working cv
2015-04-13 2.684 21.666666666666668 Monday winter working train
2015-04-14 2.767 21.11111111111111 Tuesday winter working cv
2015-04-15 2.765 23.333333333333332 Wednesday winter working train
2015-04-16 2.752 25.555555555555554 Thursday winter working train
2015-04-17 2.676 24.444444444444443 Friday winter working train
2015-04-18 2.594 23.88888888888889 Saturday winter non-working train
2015-04-19 2.551 20.555555555555554 Sunday winter non-working train
2015-04-20 2.68 20.0 Monday winter working cv
2015-04-21 2.695 20.555555555555554 Tuesday winter working cv
2015-04-22 2.688 18.88888888888889 Wednesday winter working cv
2015-04-23 2.657 18.88888888888889 Thursday winter working train
2015-04-24 2.55 17.77777777777778 Friday winter working train
2015-04-25 2.471 18.88888888888889 Saturday winter non-working train
2015-04-26 2.505 20.555555555555554 Sunday winter non-working train
2015-04-27 2.774 25.555555555555554 Monday winter working train
2015-04-28 2.9 26.666666666666664 Tuesday winter working cv
2015-04-29 3.076 26.11111111111111 Wednesday winter working train
2015-04-30 3.106 25.555555555555554 Thursday winter working train
2015-05-01 3.089 26.11111111111111 Friday winter working train
2015-05-02 2.551 20.740740740740737 Saturday winter non-working cv
2015-05-03 2.569 20.0 Sunday winter non-working train
2015-05-04 2.753 19.444444444444443 Monday winter working cv
2015-05-05 2.652 19.444444444444443 Tuesday winter working train
2015-05-06 2.654 18.88888888888889 Wednesday winter working train
2015-05-07 2.62 17.77777777777778 Thursday winter working train
