
ate energy temp weekday season non_working split
2018-03-15 2.62832690559709 17.22222222222222 Thursday winter working train
2018-03-16 2.55891364350248 17.22222222222222 Friday winter working train
2018-03-17 2.46201305019383 17.77777777777778 Saturday winter non-working train
2018-03-18 2.4859893429223696 16.666666666666668 Sunday winter non-working train
2018-03-19 2.6215499462632 20.0 Monday winter working cv
2018-03-20 2.62199380676001 20.555555555555554 Tuesday winter working train
2018-03-21 2.6855105918833 23.333333333333332 Wednesday winter working train
2018-03-22 2.6438140950162503 22.22222222222222 Thursday winter working train
2018-03-23 2.54991235813611 18.333333333333332 Friday winter working train
2018-03-24 2.43752095009547 16.666666666666668 Saturday winter non-working cv
2018-03-25 2.45657145901724 17.77777777777778 Sunday winter non-working train
2018-03-26 2.6167181698485202 17.22222222222222 Monday winter working train
2018-03-27 2.57840834685693 20.555555555555554 Tuesday winter working cv
2018-03-28 2.58733727237774 21.11111111111111 Wednesday winter working cv
2018-03-29 2.58238885648405 19.444444444444443 Thursday winter working cv
2018-03-30 2.53277611643303 20.555555555555554 Friday winter working train
2018-03-31 2.43306615903233 18.88888888888889 Saturday winter non-working train
2018-04-01 2.3374017126731697 17.5 Sunday winter non-working train
2018-04-02 2.6191435597504897 17.22222222222222 Monday winter working train
2018-04-03 2.55451882262913 20.0 Tuesday winter working train
2018-04-04 2.58446194978486 17.22222222222222 Wednesday winter working cv
2018-04-05 2.5810074008782897 19.444444444444443 Thursday winter working cv
2018-04-06 2.5297120423418105 19.444444444444443 Friday winter working train
2018-04-07 2.4716129606663504 21.38888888888889 Saturday winter non-working train
2018-04-08 2.4375822397141302 21.666666666666668 Sunday winter non-working cv
2018-04-09 2.77312994600263 24.444444444444443 Monday winter working train
2018-04-10 2.8481816492676897 28.88888888888889 Tuesday winter working cv
2018-04-11 2.6833024541886896 21.666666666666668 Wednesday winter working train
2018-04-12 2.57081505113164 18.88888888888889 Thursday winter working train
2018-04-13 2.5167284364191302 22.5 Friday winter working train
2018-04-14 2.51208885125487 27.22222222222222 Saturday winter non-working train
2018-04-15 2.4874288861511 23.333333333333332 Sunday winter non-working train
2018-04-16 2.5540320905153098 18.333333333333332 Monday winter working train
2018-04-17 2.54326282151041 20.555555555555554 Tuesday winter working cv
2018-04-18 2.54922509507722 18.333333333333332 Wednesday winter working cv
2018-04-19 2.55124172560883 16.944444444444443 Thursday winter working train
2018-04-20 2.4881645879870997 19.444444444444443 Friday winter working cv
2018-04-21 2.42595334352314 21.666666666666668 Saturday winter non-working train
2018-04-22 2.5247805787178303 22.77777777777778 Sunday winter non-working train
2018-04-23 2.6397683216815597 20.555555555555554 Monday winter working cv
2018-04-24 2.6075678303556895 18.88888888888889 Tuesday winter working train
2018-04-25 2.6259423688783605 19.444444444444443 Wednesday winter working cv
2018-04-26 2.58390383276076 19.444444444444443 Thursday winter working train
2018-04-27 2.4998510608903 18.88888888888889 Friday winter working train
2018-04-28 2.39040720042941 20.555555555555554 Saturday winter non-working train
2018-04-29 2.4266371560753894 18.333333333333332 Sunday winter non-working train
2018-04-30 2.5708128985571403 16.944444444444443 Monday winter working train
2018-05-01 2.5862355032959 15.0 Tuesday winter working train
2018-05-02 2.59358308509115 17.22222222222222 Wednesday winter working train
2018-05-03 2.5802366235332603 19.444444444444443 Thursday winter working train
2018-05-04 2.6981297096164605 25.555555555555554 Friday winter working cv
2018-05-05 2.6118984836248202 22.77777777777778 Saturday winter non-working train
2018-05-06 2.56030063224268 22.22222222222222 Sunday winter non-working train
2018-05-07 2.67426042524874 19.444444444444443 Monday winter working train
2018-05-08 2.66568465844143 18.88888888888889 Tuesday winter working train
2018-05-09 2.67787700027535 21.11111111111111 Wednesday winter working train
2018-05-10 2.6389448636146304 19.444444444444443 Thursday winter working train
2018-05-11 2.51396610607383 16.666666666666668 Friday winter working train
2018-05-12 2.42669416017713 17.77777777777778 Saturday winter non-working cv
2018-05-13 2.4285349108127896 20.0 Sunday winter non-working train
2018-05-14 2.61793881050044 19.72222222222222 Monday winter working train
2018-05-15 2.57767097967628 20.555555555555554 Tuesday winter working cv
2018-05-16 2.5674509947991 20.0 Wednesday winter working train
2018-05-17 2.54518875161995 18.055555555555554 Thursday winter working cv
2018-05-18 2.6345379709942103 17.77777777777778 Friday winter working cv
2018-05-19 2.4139973121267397 18.88888888888889 Saturday winter non-working train
2018-05-20 2.4492118877449696 18.333333333333332 Sunday winter non-working cv
2018-05-21 2.6652393259598197 16.944444444444443 Monday winter working train
2018-05-22 2.56856381307704 18.333333333333332 Tuesday winter working cv
2018-05-23 2.5835185846125897 18.88888888888889 Wednesday winter working train
2018-05-24 2.55111870040022 18.88888888888889 Thursday winter working train
2018-05-25 2.50461376536237 20.555555555555554 Friday winter working train
2018-05-26 2.3891869548262497 18.88888888888889 Saturday winter non-working train
2018-05-27 2.38897243696133 20.0 Sunday winter non-working cv
2018-05-28 2.51688789633443 20.555555555555554 Monday winter non-working cv
2018-05-29 2.6661046599298603 18.333333333333332 Tuesday winter working cv
2018-05-30 2.6973797098425503 19.444444444444443 Wednesday winter working cv
2018-05-31 2.61578024537386 20.555555555555554 Thursday winter working cv
2018-06-01 2.62727064918538 21.11111111111111 Friday summer working cv
2018-06-02 2.56065833807732 21.666666666666668 Saturday summer non-working train
2018-06-03 2.61519209558126 22.22222222222222 Sunday summer non-working train
2018-06-04 2.74107459794163 19.72222222222222 Monday summer working train
2018-06-05 2.7142520030270103 19.444444444444443 Tuesday summer working train
2018-06-06 2.7851573711392303 21.11111111111111 Wednesday summer working train
2018-06-07 2.73534150597457 20.0 Thursday summer working train
2018-06-08 2.76082308112611 24.444444444444443 Friday summer working train
2018-06-09 2.69620637625894 24.444444444444443 Saturday summer non-working train
2018-06-10 2.7058626825481 21.666666666666668 Sunday summer non-working train
2018-06-11 2.89981353554518 22.5 Monday summer working train
2018-06-12 2.9172952398163297 22.22222222222222 Tuesday summer working train
2018-06-13 2.9158123596576804 22.77777777777778 Wednesday summer working cv
2018-06-14 2.8967504082825797 24.444444444444443 Thursday summer working cv
2018-06-15 2.77110519147009 23.333333333333332 Friday summer working train
2018-06-16 2.4200870505808 18.333333333333332 Saturday summer non-working cv
2018-06-17 2.4419948206264603 20.555555555555554 Sunday summer non-working train
2018-06-18 2.65137073328197 21.666666666666668 Monday summer working train
2018-06-19 2.67282305960448 21.666666666666668 Tuesday summer working train
2018-06-20 2.6851911814919998 21.11111111111111 Wednesday summer working train
2018-06-21 2.69312770428447 20.555555555555554 Thursday summer working cv
2018-06-22 2.7923720724298304 23.333333333333332 Friday summer working train
2018-06-23 2.4444710362800603 18.88888888888889 Saturday summer non-working train
2018-06-24 2.5331324121718497 20.555555555555554 Sunday summer non-working train
2018-06-25 2.70725897145845 22.22222222222222 Monday summer working cv
2018-06-26 2.769543732622249 23.333333333333332 Tuesday summer working cv
2018-06-27 2.7728967161021503 22.77777777777778 Wednesday summer working train
2018-06-28 2.5744792268971697 20.555555555555554 Thursday summer working cv
2018-06-29 2.566547286777 19.444444444444443 Friday summer working cv
2018-06-30 2.51849696299755 19.72222222222222 Saturday summer non-working train
2018-07-01 2.5934024215991 21.666666666666668 Sunday summer non-working train
2018-07-02 2.8180629523468803 23.88888888888889 Monday summer working train
2018-07-03 2.6797724991290504 22.22222222222222 Tuesday summer working train
2018-07-04 2.6021243485743804 23.88888888888889 Wednesday summer non-working train
2018-07-05 3.3850571851491598 25.555555555555554 Thursday summer working train
2018-07-06 4.29048160330383 35.55555555555556 Friday summer working train
2018-07-07 3.93907190201274 28.333333333333332 Saturday summer non-working train
2018-07-08 3.8062622862712896 28.88888888888889 Sunday summer non-working train
2018-07-09 3.71972947247805 26.666666666666664 Monday summer working train
2018-07-10 3.38302331072193 26.11111111111111 Tuesday summer working train
2018-07-11 3.54633465892632 26.11111111111111 Wednesday summer working train
2018-07-12 3.6893485415200398 25.0 Thursday summer working train
2018-07-13 3.33960727254172 26.666666666666664 Friday summer working train
2018-07-14 3.26515016767041 26.11111111111111 Saturday summer non-working train
2018-07-15 3.0873506649722198 24.444444444444443 Sunday summer non-working train
2018-07-16 3.39725070337178 25.555555555555554 Monday summer working cv
2018-07-17 3.27592277429134 25.0 Tuesday summer working cv
2018-07-18 3.22811053982558 24.444444444444443 Wednesday summer working train
2018-07-19 3.35581736928594 25.27777777777778 Thursday summer working train
2018-07-20 3.2859793430693203 25.0 Friday summer working train
2018-07-21 3.24525833740042 26.666666666666664 Saturday summer non-working cv
2018-07-22 3.5700643731535204 28.88888888888889 Sunday summer non-working cv
2018-07-23 4.045631301328711 28.88888888888889 Monday summer working train
2018-07-24 4.198554213401461 28.88888888888889 Tuesday summer working cv
2018-07-25 3.926967239928521 25.555555555555554 Wednesday summer working train
2018-07-26 3.62493702560917 24.444444444444443 Thursday summer working cv
2018-07-27 3.7985364779440602 28.88888888888889 Friday summer working train
2018-07-28 3.1474284091061606 25.0 Saturday summer non-working cv
2018-07-29 3.6744570602378 30.0 Sunday summer non-working train
2018-07-30 3.9532717626353704 28.61111111111111 Monday summer working cv
2018-07-31 3.9516186892690897 27.77777777777778 Tuesday summer working train
2018-08-01 4.06615425634181 29.444444444444443 Wednesday summer working train
2018-08-02 4.08857885790618 29.444444444444443 Thursday summer working train
2018-08-03 4.0857922875036 28.88888888888889 Friday summer working cv
2018-08-04 3.60555652219264 28.333333333333332 Saturday summer non-working train
2018-08-05 3.6794484832227297 28.88888888888889 Sunday summer non-working cv
2018-08-06 4.23094934650935 28.88888888888889 Monday summer working train
2018-08-07 4.27980663869584 31.11111111111111 Tuesday summer working train
2018-08-08 4.35550849582731 31.11111111111111 Wednesday summer working train
2018-08-09 4.35810796517031 31.11111111111111 Thursday summer working cv
2018-08-10 4.22543561062954 31.11111111111111 Friday summer working train
2018-08-11 3.9315891867803896 30.555555555555554 Saturday summer non-working cv
2018-08-12 3.7261489982820493 29.444444444444443 Sunday summer non-working train
2018-08-13 3.72474568671185 27.77777777777778 Monday summer working train
2018-08-14 3.6433166567319 27.22222222222222 Tuesday summer working train
2018-08-15 3.5517499344294 25.555555555555554 Wednesday summer working train
2018-08-16 3.68095605718064 26.666666666666664 Thursday summer working train
2018-08-17 3.7878362987158196 27.22222222222222 Friday summer working train
2018-08-18 3.5233533602986604 27.22222222222222 Saturday summer non-working cv
2018-08-19 3.45932283122447 27.22222222222222 Sunday summer non-working train
2018-08-20 3.5662229327822 26.11111111111111 Monday summer working cv
2018-08-21 3.6558088238199002 27.22222222222222 Tuesday summer working train
2018-08-22 3.63074450535497 27.77777777777778 Wednesday summer working train
2018-08-23 3.5910762211097604 26.666666666666664 Thursday summer working train
2018-08-24 3.11904168933878 26.11111111111111 Friday summer working train
2018-08-25 3.0863057569637298 26.11111111111111 Saturday summer non-working train
2018-08-26 3.0628796753178498 26.11111111111111 Sunday summer non-working cv
2018-08-27 3.229841893069989 25.555555555555554 Monday summer working cv
2018-08-28 3.33180365639924 26.11111111111111 Tuesday summer working train
2018-08-29 3.5648032595659496 27.77777777777778 Wednesday summer working train
2018-08-30 3.47061662330616 27.22222222222222 Thursday summer working train
2018-08-31 3.3139181463896503 26.11111111111111 Friday summer working train
2018-09-01 2.8607405209399888 23.333333333333332 Saturday summer non-working train
2018-09-02 2.79669051969512 23.88888888888889 Sunday summer non-working train
2018-09-03 2.85832243714933 24.444444444444443 Monday summer non-working train
2018-09-04 2.9731570609697 25.0 Tuesday summer working train
2018-09-05 3.20906655134813 26.11111111111111 Wednesday summer working train
2018-09-06 3.0691887759422998 24.444444444444443 Thursday summer working train
2018-09-07 3.1754968959871097 25.0 Friday summer working train
2018-09-08 3.30844645237974 27.22222222222222 Saturday summer non-working train
2018-09-09 3.13190248205739 23.88888888888889 Sunday summer non-working train
2018-09-10 3.15664864859503 24.444444444444443 Monday summer working cv
2018-09-11 2.99001156022284 23.88888888888889 Tuesday summer working train
2018-09-12 3.09826302052207 25.0 Wednesday summer working cv
2018-09-13 3.24827912019422 25.555555555555554 Thursday summer working cv
2018-09-14 3.4428791105561 28.333333333333332 Friday summer working train
2018-09-15 3.13352859984554 26.11111111111111 Saturday summer non-working train
2018-09-16 3.12565539931016 26.11111111111111 Sunday summer non-working train
2018-09-17 3.2595210928111102 26.11111111111111 Monday summer working cv
2018-09-18 3.09724442321136 26.11111111111111 Tuesday summer working train
2018-09-19 3.0584133955524604 24.444444444444443 Wednesday summer working train
2018-09-20 2.9315924549249104 22.22222222222222 Thursday summer working train
2018-09-21 2.94477504143659 23.88888888888889 Friday summer working train
2018-09-22 2.9496588255283194 25.0 Saturday summer non-working train
2018-09-23 2.8649034723219295 23.333333333333332 Sunday summer non-working train
2018-09-24 2.8153042578461 20.555555555555554 Monday summer working cv
2018-09-25 2.87437623773484 23.333333333333332 Tuesday summer working train
2018-09-26 2.9143837058750104 22.77777777777778 Wednesday summer working train
2018-09-27 3.0700678275491495 23.333333333333332 Thursday summer working train
2018-09-28 2.9340924698196504 22.22222222222222 Friday summer working cv
2018-09-29 2.8378622455187106 23.88888888888889 Saturday summer non-working train
2018-09-30 3.0037347855985805 24.444444444444443 Sunday summer non-working train
2018-10-01 3.3180874978594104 29.444444444444443 Monday summer working train
2018-10-02 3.0636448123775706 24.444444444444443 Tuesday summer working cv
2018-10-03 3.0147603863445203 23.88888888888889 Wednesday summer working train
2018-10-04 3.01431458711909 24.444444444444443 Thursday summer working cv
2018-10-05 2.8672958271346003 23.88888888888889 Friday summer working cv
2018-10-06 2.52607989867574 21.666666666666668 Saturday summer non-working cv
2018-10-07 2.70957652880997 22.22222222222222 Sunday summer non-working train
2018-10-08 2.84991808060462 22.22222222222222 Monday summer non-working cv
2018-10-09 2.81404243039453 22.77777777777778 Tuesday summer working train
2018-10-10 2.77001049318055 21.666666666666668 Wednesday summer working train
2018-10-11 2.6138369477094203 23.88888888888889 Thursday summer working train
2018-10-12 2.68532762257489 22.77777777777778 Friday summer working train
2018-10-13 2.49966626702248 21.666666666666668 Saturday summer non-working train
2018-10-14 2.5957035587903 23.333333333333332 Sunday summer non-working train
2018-10-15 2.7745651574477 27.22222222222222 Monday summer working cv
2018-10-16 2.7508719994359003 26.11111111111111 Tuesday summer working train
2018-10-17 2.78333498898226 25.0 Wednesday summer working cv
2018-10-18 2.8689733705137606 27.22222222222222 Thursday summer working cv
2018-10-19 2.85687052901343 30.555555555555554 Friday summer working cv
2018-10-20 2.71843392849823 29.444444444444443 Saturday summer non-working train
2018-10-21 2.6753339527377102 23.88888888888889 Sunday summer non-working train
2018-10-22 2.78829543168127 20.0 Monday summer working train
2018-10-23 2.7834906269677004 20.555555555555554 Tuesday summer working train
2018-10-24 2.8506790644342 21.11111111111111 Wednesday summer working train
2018-10-25 2.8547892631723104 22.22222222222222 Thursday summer working train
2018-10-26 2.8662236802274403 22.77777777777778 Friday summer working train
2018-10-27 2.69632997156409 22.22222222222222 Saturday summer non-working train
2018-10-28 2.67151360578421 22.22222222222222 Sunday summer non-working cv
2018-10-29 2.8492777487061605 22.22222222222222 Monday summer working cv
2018-10-30 2.81038853555469 21.666666666666668 Tuesday summer working cv
2018-10-31 2.7143906311211605 23.88888888888889 Wednesday summer working train
2018-11-01 2.7923512669804804 26.11111111111111 Thursday winter working train
2018-11-02 2.8437493849180897 30.555555555555554 Friday winter working cv
2018-11-03 2.72256846125175 25.27777777777778 Saturday winter non-working train
2018-11-04 2.71901823647334 22.77777777777778 Sunday winter non-working train
2018-11-05 2.8053856190426196 20.555555555555554 Monday winter working train
2018-11-06 2.84971132481915 21.11111111111111 Tuesday winter working train
2018-11-07 2.87056112121143 21.666666666666668 Wednesday winter working cv
2018-11-08 2.8623006580210104 22.22222222222222 Thursday winter working cv
2018-11-09 2.7991686896361303 26.666666666666664 Friday winter working cv
2018-11-10 2.5847102942475098 25.555555555555554 Saturday winter non-working cv
2018-11-11 2.57067239146108 23.88888888888889 Sunday winter non-working train
2018-11-12 2.8050521200747 25.555555555555554 Monday winter non-working train
2018-11-13 2.78743856944469 23.333333333333332 Tuesday winter working train
2018-11-14 2.7830510663301897 24.444444444444443 Wednesday winter working train
2018-11-15 2.8029591843836497 25.555555555555554 Thursday winter working cv
2018-11-16 2.8026239404360305 23.333333333333332 Friday winter working train
2018-11-17 2.57654775169946 23.333333333333332 Saturday winter non-working train
2018-11-18 2.62137236240538 22.22222222222222 Sunday winter non-working cv
2018-11-19 2.8463197302439505 21.11111111111111 Monday winter working train
2018-11-20 2.8004670885358403 20.555555555555554 Tuesday winter working train
2018-11-21 2.7863946566008697 21.666666666666668 Wednesday winter working cv
2018-11-22 2.43892150311543 21.11111111111111 Thursday winter non-working train
2018-11-23 2.6068856579337805 20.555555555555554 Friday winter working cv
2018-11-24 2.56825208977447 21.11111111111111 Saturday winter non-working train
2018-11-25 2.68319439117161 23.333333333333332 Sunday winter non-working train
2018-11-26 2.8782795883261603 23.88888888888889 Monday winter working train
2018-11-27 2.87232467808758 23.333333333333332 Tuesday winter working train
2018-11-28 2.8795416846859196 19.444444444444443 Wednesday winter working cv
2018-11-29 2.89834431058722 18.333333333333332 Thursday winter working train
2018-11-30 2.77507828102962 18.88888888888889 Friday winter working train
2018-12-01 2.61771926600961 18.88888888888889 Saturday winter non-working train
2018-12-02 2.7523549025376 17.77777777777778 Sunday winter non-working train
2018-12-03 2.94787463461427 20.0 Monday winter working train
2018-12-04 2.95330143865141 20.555555555555554 Tuesday winter working cv
2018-12-05 3.0945793332088303 18.333333333333332 Wednesday winter working train
2018-12-06 3.00248714631099 18.88888888888889 Thursday winter working cv
2018-12-07 2.82317680366399 20.555555555555554 Friday winter working cv
2018-12-08 2.67719078536901 20.555555555555554 Saturday winter non-working train
2018-12-09 2.7282869519097104 21.11111111111111 Sunday winter non-working train
2018-12-10 3.020134639935949 20.0 Monday winter working cv
2018-12-11 2.9264966227615 18.333333333333332 Tuesday winter working train
2018-12-12 2.93187700581679 17.77777777777778 Wednesday winter working train
2018-12-13 2.9470322361976695 25.555555555555554 Thursday winter working train
2018-12-14 2.8906031332305298 18.333333333333332 Friday winter working train
2018-12-15 2.68919232507108 20.555555555555554 Saturday winter non-working train
2018-12-16 2.74848641346095 20.555555555555554 Sunday winter non-working train
2018-12-17 2.97677145852104 19.72222222222222 Monday winter working train
2018-12-18 2.93237713556264 20.833333333333332 Tuesday winter working train
2018-12-19 2.93717341393388 21.11111111111111 Wednesday winter working train
2018-12-20 2.9203998617104396 21.666666666666668 Thursday winter working train
2018-12-21 2.8714766569971504 18.88888888888889 Friday winter working train
2018-12-22 2.69085410895851 18.88888888888889 Saturday winter non-working cv
2018-12-23 2.6497868370614803 18.333333333333332 Sunday winter non-working train
2018-12-24 2.6960732823599103 18.333333333333332 Monday winter working cv
2018-12-25 2.51761018815376 16.11111111111111 Tuesday winter non-working train
2018-12-26 2.8188612967279703 17.77777777777778 Wednesday winter working train
2018-12-27 2.8438050696976096 17.22222222222222 Thursday winter working train
2018-12-28 2.8753186248171803 16.666666666666668 Friday winter working cv
2018-12-29 2.75217518418888 16.666666666666668 Saturday winter non-working train
2018-12-30 2.66868307222381 16.666666666666668 Sunday winter non-working cv
2018-12-31 2.704039834836104 15.740740740740742 Monday winter working train
